,sigla,name,school,area,category,credits
371,EAA305A,Direccion de Empresas y Estrategia,Economía Y Administración,,,12
372,EAA305E,Creacion de Nuevas Empresas,Economía Y Administración,,,12
373,EAA3101,Liderazgo Estratégico,Economía Y Administración,,,5
374,EAA3112,La Persona del Líder,Economía Y Administración,,,10
375,EAA317A,Liderazgo Orientado por Valores: Un Enfoque Práctico,Economía Y Administración,,,12
376,EAA3201,Dirección Financiera,Economía Y Administración,,,10
377,EAA3210,Teoria de Inversiones,Economía Y Administración,,,12
378,EAA3218,Inversión en Activos Alternativos,Economía Y Administración,,,10
379,EAA321B,Finanzas II,Economía Y Administración,,,12
380,EAA3226,Fusiones y Adquisiciones,Economía Y Administración,,,10
381,EAA3236,Análisis Financiero Aplicado,Economía Y Administración,,,10
382,EAA3241,Laboratorio de Banca de Inversión,Economía Y Administración,,,10
383,EAA3290,Seminario Final de Graduacion,Economía Y Administración,,,30
384,EAA3315,Estrategias de Comunicación Digital,Economía Y Administración,,,10
385,EAA3341,Comportamiento del Consumidor,Economía Y Administración,,Aprendizaje Servicio,10
386,EAA335A,Gestion y Direccion de Ventas,Economía Y Administración,,,12
387,EAA338B,Topicos de Marketing,Economía Y Administración,,,12
388,EAA338H,Retail y Entendimiento del Shopper,Economía Y Administración,,,12
389,EAA339E,Conducta y Publicidad,Economía Y Administración,,,12
390,EAA339H,Estrategia de Producto y Marca,Economía Y Administración,,,12
391,EAA3401,Dirección de Empresas y Estrategia,Economía Y Administración,,,10
392,EAA3406,Estrategia y Sustentabilidad,Economía Y Administración,,,10
393,EAA3500,Práctica Profesional Administración,Economía Y Administración,,,15
394,EAA3501,Gestión de Operaciones,Economía Y Administración,,,10
395,EAA3601,Creación de Nuevas Empresas,Economía Y Administración,,,10
396,EAA361A,Análisis de Big Data,Economía Y Administración,,,10
397,EAA396A,Estudios de Administración de Empresas II,Economía Y Administración,,,12
398,EAA4000,Fundamentos de Contabilidad y Finanzas,Economía Y Administración,,,10
399,EAA4016,Liderazgo para la Gestión de Personas,Economía Y Administración,,,5
400,EAA4019,Desafíos del Futuro del Trabajo para la Gestión de Personas,Economía Y Administración,,,5
401,EAA4021,Gestión del Desempeño,Economía Y Administración,,,5
402,EAA4023,Métodos Actuales de Evaluación y Selección de Personas,Economía Y Administración,,,5
403,MAC1000,Anestesia Cardiovascular Ia,Escuela De Medicina,,,35
404,MAC1020,Anestesia Cardiovascular Iia,Escuela De Medicina,,,35
405,IAC3200,Planificacion y Control de la Produccion,Ingeniería,,,5
406,IAC3260,Tecnologias de Informacion para Gestion de Proyectos,Ingeniería,,,5
407,IAC3270,Aspectos Legales en la Industria de la Construccion,Ingeniería,,,5
408,IAC3280,Manejo del Riesgo en Proyectos,Ingeniería,,,5
409,IAC3370,Metodologías Lean para la Gestión de Proyectos,Ingeniería,,,5
410,IAC3901,Taller Integrado de Gestión y Dirección de Obras de Infraestructura,Ingeniería,,,5
411,IAC3911,Seminario de Graduación I,Ingeniería,,,5
412,IAC3921,Seminario de Graduación II,Ingeniería,,,5
413,ESM02AD,Administración de Rrhh,Economía Y Administración,,,4
414,ESM03AD,Contabilidad,Economía Y Administración,,,7
415,ESM04AD,Finanzas,Economía Y Administración,,,7
416,EAE105A,Introducción a la Economía,Economía Y Administración,,,10
417,EAE110A,Introduccion a la Microeconomia,Economía Y Administración,,,10
418,EAE1110,Introducción a la Microeconomía,Economía Y Administración,,,10
419,EAE120S,Introduccion a la Macroeconomia,Economía Y Administración,,,10
420,EAE1210,Introducción a la Macroeconomía,Economía Y Administración,,,10
421,EAE1220,Análisis Económico: la Experiencia Chilena,Economía Y Administración,,,10
422,EAE2110,Microeconomía I,Economía Y Administración,,,10
423,EAE2113,Economía del Comportamiento,Economía Y Administración,,,10
424,EAE2120,Microeconomía II,Economía Y Administración,,,10
425,EAE2130,Competencia y Mercado,Economía Y Administración,,,10
426,EAE2210,Macroeconomía I,Economía Y Administración,,,10
427,EAE2215,Desarrollo Económico y Sustentable en América Latina,Economía Y Administración,,,10
428,EAE2220,Macroeconomía II,Economía Y Administración,,,10
429,EAE2223,"Sustentabilidad: ¿Cómo Alcanzar Un Desarrollo Económico, Social y Sostenible?",Economía Y Administración,,,10
430,EAE2228,Tópicos Macrofinancieros en los Mercados Globales,Economía Y Administración,,,10
431,EAE2305,Políticas Públicas para el Desarrollo,Economía Y Administración,,,10
432,EAE2510,Econometría,Economía Y Administración,,,10
433,EAE273A,Protección de la Libre Competencia: Aspectos Económicos y Jurídicos,Economía Y Administración,,,10
434,EAE286A,"Experiencias Economicas Comparadas: Europa, America Latina y Asia",Economía Y Administración,,,10
435,EAE299A,Economia 200,Economía Y Administración,,,10
436,EAE300B,Seminario de Titulo,Economía Y Administración,,,18
437,EAE300M,Tesis de Magister en Economia,Economía Y Administración,,,30
438,EAE305,Macroeconomia,Economía Y Administración,,,10
439,EAE3101,Microeconometría Aplicada,Economía Y Administración,,,10
440,EAE3102,Macroeconometría Aplicada,Economía Y Administración,,,10
441,EAE310B,Teoria Microeconomica I,Economía Y Administración,,,12
442,EAE3151,Microeconomía Avanzada,Economía Y Administración,,,10
443,EAE319B,Economia Matematica,Economía Y Administración,,,12
444,EAE3201,Macroeconomía Avanzada,Economía Y Administración,,,10
445,EAE3202,Política Macroeconómica,Economía Y Administración,,,10
446,EAE320B,Teoria Macroeconomica I,Economía Y Administración,,,12
447,EAE3210,Macroeconomía Internacional,Economía Y Administración,,,10
448,EAE3302,Tópicos en Regulación Financiera,Economía Y Administración,,,10
449,EAE3342,Economía de Transporte,Economía Y Administración,,,10
450,EAE3402,Economía de la Educación para las Políticas Públicas,Economía Y Administración,,,10
451,EAE341A,Teoria Macroeconomica de la Economia Internacional,Economía Y Administración,,,12
452,EAE3500,Práctica Profesional Economía,Economía Y Administración,,,15
453,EAE350B,Teoria Econometrica I,Economía Y Administración,,,12
454,EAE3551,Política de Competencia y Regulación,Economía Y Administración,,,10
455,EAE3601,Desafíos de Economía Aplicada,Economía Y Administración,,,15
456,EAE3703,Desarrollo Económico en América Latina,Economía Y Administración,,,10
457,EAE3705,Tópicos en Crecimiento Económico,Economía Y Administración,,,10
458,EAE3709,Aplicaciones de Machine Learning en Economía,Economía Y Administración,,,10
459,EAE3711,Tópicos en Microeconometría Aplicada y Métodos Cuasi-Experimentales,Economía Y Administración,,,5
460,EAE3713,Gestión y Regulación de Riesgos Financieros,Economía Y Administración,,,10
461,EAE3714,Política Fiscal,Economía Y Administración,,,10
462,EAE3801,Fundamentos de Matemáticas para Economía,Economía Y Administración,,,5
463,EAE3952,Proyecto de Grado: Macroeconomía,Economía Y Administración,,,20
464,EAE3953,Proyecto de Grado: Políticas Públicas,Economía Y Administración,,,20
465,EAE3954,Proyecto de Grado: Economía Financiera,Economía Y Administración,,,20
466,EAE3975,Topicos en Desarrollo Económico,Economía Y Administración,,,12
467,EAE3976,Desigualdad en Macroeconomía,Economía Y Administración,,,12
468,EAE399A,Economia 300,Economía Y Administración,,,12
469,EAE4101,Teoría Econométrica I,Economía Y Administración,,,10
470,EAE4105,Métodos Matemáticos para Economía,Economía Y Administración,,,10
471,EAE4151,Teoría Microeconómica I,Economía Y Administración,,,10
472,EAE4201,Teoría Macroeconómica I,Economía Y Administración,,,10
473,EAE4203,Teoría Macroeconómica III,Economía Y Administración,,,10
474,EAE4500,Economía 4000,Economía Y Administración,,,10
475,EAE4501,Economía Doctorado,Economía Y Administración,,,10
476,EAE4702,Tópicos de Desarrollo Económico,Economía Y Administración,,,10
477,EAE4901,Seminario Académico I,Economía Y Administración,,,10
478,EAE4902,Seminario Académico II,Economía Y Administración,,,10
479,EAE4911,Examen Preliminar,Economía Y Administración,,,0
480,EAE4921,Proyecto de Tesis,Economía Y Administración,,,30
481,EAE4922,Examen de Candidatura,Economía Y Administración,,,0
482,EAE4931,Tesis de Doctorado I,Economía Y Administración,,,50
483,EAE4932,Tesis de Doctorado II,Economía Y Administración,,,50
484,EAE4933,Tesis de Doctorado III,Economía Y Administración,,,50
485,EAE4934,Tesis de Doctorado IV,Economía Y Administración,,,50
486,EAE4951,Actividad Anual de Seguimiento I,Economía Y Administración,,,0
487,EAE4952,Actividad Anual de Seguimiento II,Economía Y Administración,,,0
488,EAE4961,Pasantía,Economía Y Administración,,,0
489,EAE4962,Autoría en Artículo Científico,Economía Y Administración,,,0
490,MAE1000,Arritmologia y Electrofision Cardiaca Ia,Escuela De Medicina,,,35
491,MAE1010,Arritmologia y Electrofision Cardiaca Ib,Escuela De Medicina,,,35
492,EAF2010,Aplicaciones Matemáticas para Economía y Negocios,Economía Y Administración,,,10
493,EAF2500,Práctica Social,Economía Y Administración,,,10
494,MAF3000,Anatomía y Fisiología para Física Médica,Escuela De Medicina,,,10
495,EAG165E,Políticas Públicas: Derribando Mitos de la Pobreza,Economía Y Administración,Ciencias Sociales,,10
496,EAG170A,Resolución Creativa de Problemas,Economía Y Administración,Ciencias Sociales,,10
497,EAG190A,Explorando el Mundo del Trabajo para la Toma de Decisiones Profesionales,Economía Y Administración,Ciencias Sociales,,10
498,EAG190E,Límites Planetarios y Desarrollo Económico,Economía Y Administración,Ecolog Integra y Sustentabilid,,10
499,MAI3000,Anestesiología Pediátrica Ia,Escuela De Medicina,,,70
500,MAI3020,Anestesiología Pediátrica Iia,Escuela De Medicina,,,70
501,EAM303,Comportamiento Organizacional,Economía Y Administración,,,10
502,EAM319C,Seminario: Gestion de Negocios en Chile,Economía Y Administración,,,4
503,EAM321,Direccion Financiera I,Economía Y Administración,,,10
504,EAM326A,Finanzas de Emprendimiento,Economía Y Administración,,,5
505,EAM340,Direccion Comercial,Economía Y Administración,,,10
506,EAM356A,Estrategia de Marca,Economía Y Administración,,,10
507,EAM364C,Laboratorio  de Innovación,Economía Y Administración,,,10
508,EAM380,Dirección de Empresas I,Economía Y Administración,,,10
509,EAM392,Gestion del Valor del Cliente,Economía Y Administración,,,10
510,EAM411,Gestión e Inversiones Inmobiliarias,Economía Y Administración,,,5
511,EAM429A,Global Network Week for Advanced Management,Economía Y Administración,,,5
512,EAM430,Seminario Internacional,Economía Y Administración,,,0
513,EAM435,Análisis Cuantitativo para las Decisiones,Economía Y Administración,,,5
514,EAM436,Economía Global para la Gestión de Empresas,Economía Y Administración,,,5
515,EAM437,Entorno Macroeconómico Global,Economía Y Administración,,,5
516,EAM438,Contabilidad para la Gestión,Economía Y Administración,,,5
517,EAM439,Dirección Estratégica,Economía Y Administración,,,10
518,EAM441,Orquestación Estratégica,Economía Y Administración,,,5
519,EAM442,Dirección de Operaciones,Economía Y Administración,,,5
520,EAM443,Dirección Financiera II,Economía Y Administración,,,5
521,EAM444,Gerencia General y Visión Integradora de los Negocios,Economía Y Administración,,,10
522,EAM445,Liderazgo y Cambio Organizacional,Economía Y Administración,,,10
523,EAM446,Seminario de Investigación,Economía Y Administración,,,20
524,EAM450,Behavioral Issues in Management,Economía Y Administración,,,10
525,EAM461,Valoración de Proyectos y Empresas,Economía Y Administración,,,10
526,EAM467,Calidad y Efectividad Personal,Economía Y Administración,,,0
527,EAM469,Negociación,Economía Y Administración,,,0
528,EAM470,Design Thinking para los Negocios,Economía Y Administración,,,0
529,EAM471,Liderazgo Basado en Principios y Ética de los Negocios,Economía Y Administración,,,0
530,EAM482,Implementación de Estrategía,Economía Y Administración,,,10
531,EAM489,Banca de Inversión Internacional,Economía Y Administración,,,5
532,EAM493,Needfinding: Encontrar Oportunidades de Negocios,Economía Y Administración,,,0
533,EAM501,Taller Amazing Race (Trabajo en Equipo y Generación  de Redes),Economía Y Administración,,,0
534,EAM504,Stakeholders al Poder,Economía Y Administración,,,0
535,EAM506,Negociación,Economía Y Administración,,,5
536,EAM523,Trabajo en Equipo y Liderazgo,Economía Y Administración,,,10
537,EAM524,Negocios Internacionales: China,Economía Y Administración,,,5
538,EAM526,Innovación en Modelos de Negocios y Estrategia,Economía Y Administración,,,5
539,EAM537,Gestión Estratégica de Comunicación Digital en Organizaciones,Economía Y Administración,,,5
540,EAM538,Taller de Storytelling para Negocios,Economía Y Administración,,,2
541,EAM543,Cultura - Palanca para la Transformación Organizacional,Economía Y Administración,,,2
542,EAM544,Estructura y Diseño de Presentaciones Efectivas,Economía Y Administración,,,2
543,EAM545,Presentaciones de Negocios Efectivas,Economía Y Administración,,,2
544,EAM550,Diseño y Gestión de Experiencias de Clientes,Economía Y Administración,,,5
545,EAM559,Competencias Críticas para Acelerar la Carrera,Economía Y Administración,,,2
546,EAM560,Empresa y el Mercado Financiero,Economía Y Administración,,,10
547,EAM561,Estrategia Más Allá del Mercado,Economía Y Administración,,,5
548,EAM563,Gestión Estratégica de Personas para la Efectividad Organizacional,Economía Y Administración,,,5
549,EAM564,Estrategia Digital,Economía Y Administración,,,5
550,EAM565,Economía del Mercado Laboral y Búsqueda de Empleo,Economía Y Administración,,,2
551,EAM566,Emprender e Innovar para los Nuevos Tiempos,Economía Y Administración,,,2
552,EAM569,Taller Pitch de Negocios,Economía Y Administración,,,2
553,EAM570,Taller de los 7 Hábitos de las Personas Altamente Efectivas,Economía Y Administración,,,2
554,EAM571,Marketing Analítico,Economía Y Administración,,,10
555,EAM573,Diseño y Gestión de la Participación de Stakeholders en Proyectos Estratégicos,Economía Y Administración,,,2
556,EAM574,Introducción a la Analítica de Negocios,Economía Y Administración,,,5
557,EAM584,"Economía, Bienestar y Felicidad",Economía Y Administración,,,2
558,EAM585,Analítica de Clientes,Economía Y Administración,,,5
559,EAM593,Estrategias de Negociación Colectiva,Economía Y Administración,,,2
560,EAM595,Liderazgo Emprendedor,Economía Y Administración,,,10
561,EAM596,Estrategia en la Era de la Disrupción Digital,Economía Y Administración,,,10
562,EAM599,Administración del Cambio,Economía Y Administración,,,5
563,EAM600,Herramientas de Finanzas,Economía Y Administración,,,2
564,EAM604,Habilidades y Competencias Futuras,Economía Y Administración,,,2
565,EAM605,Gerenciamiento de Alto Desempeño,Economía Y Administración,,,2
566,EAM606,"Compliance, Sustentabilidad y Gobernanza",Economía Y Administración,,,5
567,EAM613,(In)Eficiencia del Mercado Financiero,Economía Y Administración,,,5
568,EAM614,Finanzas Corporativas: Deuda y Acciones,Economía Y Administración,,,5
569,EAM616,Prescripción para el Sistema de Salud: Gestión,Economía Y Administración,,,2
570,EAM618,Visualización Efectiva de Datos,Economía Y Administración,,,2
571,EAM624,"Compensación, Incentivos y Beneficios",Economía Y Administración,,,2
572,EAM626,Estrategia de Canales de Distribución y Omnicanalidad,Economía Y Administración,,,10
573,EAM627,Gestión Corporativa de Riesgo y Crisis,Economía Y Administración,,,5
574,EAM629,Tópicos en Macroeconomía,Economía Y Administración,,,2
575,EAM632,Taller Estrategia en Empresas Tecnológicas,Economía Y Administración,,,2
576,EAM634,El Nuevo Rol de Ventas en las Organizaciones,Economía Y Administración,,,5
577,EAM636,Desafíos del Capital Humano en la Automatización y Transformación Digital,Economía Y Administración,,,5
578,EAM642,7 Temas Estratégicos de las Relaciones Laborales que Impactan en la Gestión Empresarial,Economía Y Administración,,,2
579,EAM643,Ejecución de Planes de Negocio en la Era Digital,Economía Y Administración,,,2
580,EAM644,Estrategias del Negocio Minero: los Casos del Cobre y del Litio,Economía Y Administración,,,5
581,EAM646,Modelos de Negocio Circulares,Economía Y Administración,,,5
582,EAM648,Inteligencia Artificial,Economía Y Administración,,,5
583,EAM649,Machine Learning Aplicado para Negocios,Economía Y Administración,,,5
584,EAM651,Gestión de Inversiones: Teoría & Práctica,Economía Y Administración,,,5
585,EAM653,Gestionando el Negocio Desde el Cliente,Economía Y Administración,,,2
586,EAM656,Habilidades y Herramientas de Innovación para Cargos Ejecutivos,Economía Y Administración,,,2
587,EAM659,Taller de Ética de los Negocios,Economía Y Administración,,,2
588,EAM660,Liderazgo en Acción,Economía Y Administración,,,2
589,EAM662,Liderando en Agilidad,Economía Y Administración,,,5
590,EAM665,Gestión Financiera,Economía Y Administración,,,10
591,EAM666,Liderazgo y Toma de Decisiones,Economía Y Administración,,,5
592,EAM669,Financiamiento de Start Up y Venture Capital,Economía Y Administración,,,5
593,EAM671,Business Analytics and Data Visualization,Economía Y Administración,,,5
594,EAM673,Toma de Decisiones,Economía Y Administración,,,5
595,EAM676,Taller de Problem Solving Estratégico,Economía Y Administración,,,2
596,EAM677,Managing Multinational Corporations,Economía Y Administración,,,10
597,EAM678,Equipos del Futuro: los Principios del Diseño y el Estudio de Futuros en el Trabajo en Equipo,Economía Y Administración,,,2
598,MAN3010,Estrategias de Negocio en la Era Digital,Economía Y Administración,,,5
599,MAN3030,Toma de Decisiones Basadas en Datos,Economía Y Administración,,,5
600,MAN3080,Modelos Analíticos,Economía Y Administración,,,5
601,MAN3090,Liderazgo para Generar Impacto,Economía Y Administración,,,5
602,MAN3120,Analítica de Cliente,Economía Y Administración,,,5
603,MAN3150,Analitica y Estrategia de Precios,Economía Y Administración,,,5
604,MAN3170,Analítica de Personas,Economía Y Administración,,,5
605,MAN3180,Métodos Empíricos en Finanzas,Economía Y Administración,,,5
606,MAN3210,Seminario de Graduación II,Economía Y Administración,,,5
607,MAN3070,Machine Learning,Ingeniería,,,5
608,MAN3100,Procesamiento de Datos Masivos,Ingeniería,,,5
